distance,traffic_level,delivery_time,weather_condition,lat,lng
6.531412988290785,5,42.831449160783826,0,13.018342319424296,77.52124237858781
8.73624719335113,4,43.89771578273642,2,13.040902579271657,77.60045662024017
5.33344165370319,1,18.025137004477713,0,12.972870261609438,77.64775986619897
11.03462539716212,1,37.388703516525595,1,12.926393046317703,77.50223386142262
4.470890722946894,5,32.71514064418146,0,12.91497384643432,77.61590288581775
15.268215190964217,3,18.885231288982155,0,12.929436089796893,77.58613007730688
6.069494758836888,1,27.190662333055062,0,13.097848487538986,77.67384255927473
18.78409879790719,4,45.00767322674796,1,13.094735237480144,77.54340602596054
14.512225605996237,1,46.335597615921785,2,12.984111111927783,77.58182629066015
13.906621258240783,5,31.63267518155508,0,12.971190832109002,77.51003819804937
2.7272429371025275,3,23.840589350108544,1,12.946153989198855,77.55546337267437
14.256744355828578,5,40.72677419068185,2,12.901679603555166,77.56185855982984
5.133749075987891,2,16.042208673728666,0,12.973282274137492,77.59840508354776
9.329559977485776,5,42.98384391942347,2,12.902387488765163,77.60880933191416
4.694882687351177,4,39.443144356176376,0,13.009242574701405,77.63200170499861
12.04822104479981,5,42.64286131056021,1,13.081078983875175,77.5397016804011
10.365242261049799,5,58.075113209210215,1,12.938516028246797,77.58372654409209
13.772372793095338,5,25.081332782307555,2,13.092141212444771,77.52078304130876
2.8082043835218746,2,44.746711043947556,2,13.041855097520033,77.67294356074117
13.812743282024273,4,39.9007318799157,2,12.958191337538045,77.54792861827173
18.944152885702557,3,12.818657261573314,0,12.976768076697287,77.60698160101073
4.784508394438223,2,22.14242737954946,0,12.935340370221668,77.58591504311954
4.86194978831331,4,47.30226930705129,2,12.949200253612585,77.53034432514225
17.87644467671575,5,57.60048586912642,0,12.9324694712433,77.54217312804839
12.67967967763515,4,51.92014006119454,0,12.9089704764745,77.64273129261512
14.379812434111074,1,11.29775251285189,2,12.92233627410258,77.53897635064895
16.69938472296039,3,33.423521495570824,0,13.027874451060827,77.60630738516971
14.966516975979697,5,34.40016083060077,0,13.085741897746562,77.56956252958197
16.60926391397937,5,25.563299478547158,2,13.022062409397162,77.68007187201019
18.256235545947376,4,35.771830964896,2,13.085746041105706,77.58517982327469
4.7525371467873585,5,29.198019353489272,1,12.937244651877716,77.5160132926601
6.694864602768861,5,35.06338030768287,0,12.96739920355581,77.61561197685644
7.741242136386264,5,33.56057527986995,0,12.92372727370809,77.51812398640764
15.352082608707091,1,21.884111901188838,0,12.923024993502072,77.64533561208592
5.929918751052031,4,27.64629056997626,0,12.977934200098211,77.65861878158131
8.094068845625907,5,12.517090628448488,1,12.966239641278447,77.53494153285757
9.150565002426518,4,17.638690514326903,1,13.051356097092386,77.51364357065142
16.505813277561245,3,24.24597343987198,0,12.988966985673509,77.54472392462857
5.486777438288966,3,13.072800638568513,0,13.060699782389543,77.55994692532862
4.509417125611202,3,51.679073723142494,0,13.064204446692736,77.68378424184772
9.905150143334176,2,27.361307611270764,1,13.003463721186222,77.68999704031928
11.95610046788115,1,24.352668152768004,1,13.068274933688201,77.66010375165989
14.283743243874536,2,14.333941790221807,1,12.956291181861822,77.66313939426469
7.816664302449188,2,36.408671567848344,0,13.048627310036949,77.53528058210931
15.791631498924698,1,22.445216005044713,0,12.99342979861312,77.51384612825161
17.711433060679596,3,39.53933318522306,2,12.984327001506957,77.55115626197042
7.097969374823868,1,44.25296658564101,0,13.04354921833265,77.69189009031406
17.336476101413997,1,12.27569571328593,1,12.928797023415528,77.56582426763947
5.563266562105607,2,36.60221944503783,0,12.974402300268395,77.66448215692408
9.369118242212792,4,42.38837725773976,0,12.95059860236716,77.65560402938216
